,PARK_NO,PARK_NAME,ITEM_ID,ITEM_TYPE,DESCRIPTION,EASTING,NORTHING,ORIG_FID,LONGITUDE,LATITUDE,FIXED
547,D0161,DORRINGTON PARK,95087,BBQ,Wood bbq Wood Barbecue,"498,817.12","6,964,921.85",141829095,152.98803080000002,-27.43916288,WOOD
548,D0161,DORRINGTON PARK,95083,BBQ,Wood bbq Wood Barbecue,"498,788.41","6,964,921.16",141829095,152.9877403,-27.43916909,WOOD
549,D0305,SHERWOOD FOREST PARK,83989,BBQ,Wood bbq Wood Barbecue mounted on table,"497,448.97","6,954,900.71",141829095,152.9741658,-27.52963156,WOOD
550,D0249,MT COOT-THA RESERVE,136459,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"496,822.78","6,961,158.54",141829095,152.9678408,-27.47313487,WOOD
551,D0249,MT COOT-THA RESERVE,136453,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,019.81","6,961,624.09",141829095,152.9698362,-27.46893234,WOOD
552,D0249,MT COOT-THA RESERVE,136496,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,162.94","6,961,298.69",141829095,152.9712841,-27.47187036,WOOD
553,D0249,MT COOT-THA RESERVE,136497,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,138.58","6,961,284.43",141829095,152.9710376,-27.47199904,WOOD
554,D0249,MT COOT-THA RESERVE,136510,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,132.92","6,961,263.67",141829095,152.97098019999999,-27.47218645,WOOD
555,D0249,MT COOT-THA RESERVE,136544,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"496,917.27","6,961,671.86",141829095,152.96879850000002,-27.46850084,WOOD
556,D0249,MT COOT-THA RESERVE,136446,BBQ,Wood BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,012.98","6,961,727.77",141829095,152.96976740000002,-27.4679963,WOOD
557,D0249,MT COOT-THA RESERVE,136464,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"496,900.04","6,961,184.84",141829095,152.9686229,-27.47289762,WOOD
558,D0249,MT COOT-THA RESERVE,136355,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"496,581.36","6,961,043.6",141829095,152.9653969,-27.47417197,WOOD
559,D0249,MT COOT-THA RESERVE,136495,BBQ,WOOD BBQ Wood Barbecue ON CONCRETE BENCHTOP,"497,142.8","6,961,319.03",141829095,152.9710803,-27.47168668,WOOD
560,D0319,LAWSON STREET PARK,141143,BBQ,Wood bbq Wood Barbecue ON CONCRETE TABLE,"497,895.86","6,951,756.93",141829095,152.97868590000002,-27.55801403,WOOD
561,D0622,MARY CHAYTER PARK,79860,BBQ,Wood bbq Wood Barbecue stove mounted on concrete table,"503,347.1","6,955,423.86",141829095,153.0338946,-27.52490687,WOOD
562,D0678,COL BENNET PARK,119144,BBQ,Wood bbq old style on concrete/ block bench (duplicate of 20031),"502,700.09","6,945,359.75",141829095,153.0273651,-27.61576567,WOOD
563,D0968,JOE FOSTER PARK,123947,BBQ,"Wood BBQ old, rusted, on concrete and brick stand","506,876.46","6,958,887.65",141829095,153.0696151,-27.49362271,WOOD
564,D0284,SANDGATE SECOND LAGOON RESERVE,11058,BBQ,Wood BBQ on bench,"506,172","6,978,769",141829095,153.06238249999998,-27.31413588,WOOD
565,D0430,MOORE PARK,119774,BBQ,Wood bbq on block /concrete bench top,"496,451.37","6,958,209.57",141829095,152.96407280000003,-27.49975716,WOOD
566,D0416,ROBERTSON PARK,119574,BBQ,Wood bbq on block /concrete bench top,"498,900.47","6,957,889.89",141829095,152.9888678,-27.502647399999997,WOOD
567,D0806,CARINYA STREET PARK,119700,BBQ,Wood bbq on block /conerete bench top,"496,433.87","6,958,732.62",141829095,152.9638972,-27.49503504,WOOD
568,D1119,PIONEER CRESCENT PARK,120040,BBQ,Wood bbq on block/ concrete bench top,"487,349.56","6,951,315.78",141829095,152.8718519,-27.56193922,WOOD
569,D0416,ROBERTSON PARK,119563,BBQ,Wood bbq on Concret/block bench top,"499,013.69","6,957,914.55",141829095,152.9900141,-27.50242486,WOOD
570,D0663,BOOKER PLACE PARK,120046,BBQ,Wood bbq on concrete /block bench top,"489,494.71","6,951,379.74",141829095,152.8935826,-27.56138014,WOOD
571,D0148,FERNY GROVE PICNIC GROUND PARK,120924,BBQ,Wood bbq on concrete /block bench top,"493,925.3","6,969,031.07",141829095,152.9385524,-27.4020516,WOOD
572,D0416,ROBERTSON PARK,119566,BBQ,Wood bbq on concrete /block bench top,"498,982.79","6,957,887.8",141829095,152.98970119999998,-27.50266634,WOOD
573,D0802,GROVE PARK,119052,BBQ,Wood bbq on concrete /block bench top(duplicates 10015),"507,734.82","6,947,127.96",141829095,153.0783801,-27.59978318,WOOD
574,D0416,ROBERTSON PARK,119565,BBQ,Wood bbq on concrete/ bench top,"498,971.41","6,957,919.3",141829095,152.9895861,-27.50238195,WOOD
575,D1207,LEXUS STREET PARK,119057,BBQ,Wood bbq on concrete/ block bench (duplicates 12657),"507,384.7","6,947,049.96",141829095,153.07483269999997,-27.6004893,WOOD
576,D0806,CARINYA STREET PARK,119701,BBQ,Wood bbq on concrete/ block bench top,"496,433.92","6,958,704.57",141829095,152.9638976,-27.49528828,WOOD
577,D0457,PROGRESS PARK,121554,BBQ,wood bbq on concrete/ block bench top,"507,699.84","6,970,322.06",141829095,153.0778782,-27.39038824,WOOD
578,D0663,BOOKER PLACE PARK,120044,BBQ,Wood bbq on concrete/ block bench top,"489,499.3","6,951,352.19",141829095,152.8936289,-27.56162889,WOOD
579,D1090,FIDDLEWOOD CRESCENT PARK,119944,BBQ,Wood bbq on concrete/ block bench top,"488,076.44","6,950,770.87",141829095,152.8792097,-27.56686518,WOOD
580,D0430,MOORE PARK,119710,BBQ,Wood bbq on Stone /concrete bench top,"496,418.88","6,958,265.43",141829095,152.963744,-27.49925277,WOOD
581,D0430,MOORE PARK,119776,BBQ,Wood bbq on stone/ concrete bench top,"496,561.38","6,958,341.46",141829095,152.96518700000001,-27.49856674,WOOD
582,D1160,GARRETT PARK,122581,BBQ,Wood bbq oven mounted with rectangle concrete table,"508,092.71","6,948,219.35",141829095,153.08199950000002,-27.58992821,WOOD
583,D1759,REGENTS CIRCUIT PARK,120446,BBQ,Wood bbq rusted,"495,736.34","6,943,883.77",141829095,152.9567831,-27.62908648,WOOD
584,D0106,TARANA STREET PARK,123938,BBQ,"Wood BBQ Standalone, rusted","507,235.8","6,958,731.99",141829095,153.0732538,-27.49502613,WOOD
585,D0430,MOORE PARK,119714,BBQ,Wood bbq. on concrete /block bench top,"496,504.37","6,958,324.7",141829095,152.96460969999998,-27.49871791,WOOD
586,D1048,FAVERSHAM STREET PARK,4428,BBQ,Wood Wood Barbecue,"503,828.17","6,958,591.47",141829095,153.0387561,-27.49630862,WOOD
587,D0215,WHITES ROAD PARK,14947,BBQ,WOOD Wood Barbecue,"500,873.77","6,971,202.71",141829095,153.0088369,-27.382459100000002,WOOD
588,D0345,LYONS PLAYGROUND PARK,983,BBQ,WOOD Wood Barbecue ON BLOCKS,"501,221.96","6,959,390.8",141829095,153.0123702,-27.48909715,WOOD
589,D0456,PLAISTED PLACE PARK,121978,BBQ,wood Wood Barbecue with stone and concrete base,"506,035.57","6,970,266",141829095,153.0610456,-27.39090273,WOOD
590,D0249,MT COOT-THA RESERVE,136472,BBQ,WOOD Wood Barbecue ON CONCRETE LONG BENCHTOP,"496,985.48","6,961,226.53",141829095,152.9694878,-27.47252143,WOOD
591,D1810,PACIFIC PARADE PARK,79544,BBQ,Wood Wood Barbecue standalone,"497,976.19","6,944,669.05",141829095,152.9794877,-27.62200235,WOOD
592,D1810,PACIFIC PARADE PARK,79541,BBQ,Wood Wood Barbecue standalone,"497,809.04","6,944,246.18",141829095,152.9777928,-27.62581967,WOOD
593,D1810,PACIFIC PARADE PARK,79538,BBQ,Wood Wood Barbecue standalone,"497,771.16","6,943,991.85",141829095,152.9774084,-27.62811565,WOOD
594,D0405,ROTARY INTERNATIONAL  PRESIDENTS PARK,16931,BBQ,Wood Dble,"501,005.44","6,959,072.52",141829095,153.0101786,-27.49197075,WOOD
595,D1886,KOOKABURRA PARK - WEST,28036,BBQ,Wood Dble,"484,153.03","6,953,724.79",141829095,152.8395029,-27.540157399999995,WOOD
596,D0161,DORRINGTON PARK,5264,BBQ,Wood Dble,"498,598.22","6,964,897.49",141829095,152.9858158,-27.439382600000002,WOOD
597,D1018,FIG TREE COMMON PARK,10871,BBQ,Wood Dble,"495,501.9","6,955,428.2",141829095,152.95444980000002,-27.52486436,WOOD
598,D0118,MAJESTIC PARK,22089,BBQ,Wood Dble,"506,602.84","6,957,213.56",141829095,153.0668542,-27.50873765,WOOD
599,D0836,MIKADO STREET PARK,3989,BBQ,Wood Dble,"505,268.31","6,965,525.39",141829095,153.05330580000003,-27.43370443,WOOD
600,D0911,ANNA SMITH OBE QUOTA PARK,7360,BBQ,Wood Dble,"510,587.36","6,957,524.23",141829095,153.1071949,-27.50590771,WOOD
601,D1059,WILHELMINE KRUGER PARK,11507,BBQ,Wood Dble,"508,461.16","6,972,001.24",141829095,153.0855667,-27.37522394,WOOD
602,D0725,WISHART COMMUNITY PARK,5564,BBQ,Wood Dble,"510,202.76","6,951,483.52",141829095,153.1033519,-27.56044554,WOOD
603,D0327,DUCIE STREET PARK,13580,BBQ,Wood Dble,"495,066","6,950,246",141829095,152.9500145,-27.57164715,WOOD
604,D0162,FRANK WATERS PARK,5319,BBQ,Wood Dble,"499,135.08","6,965,200.17",141829095,152.9912483,-27.43665044,WOOD
605,D0249,MT COOT-THA RESERVE,10169,BBQ,Wood Dble,"494,492","6,961,741",141829095,152.9442517,-27.46786899,WOOD
606,D0242,JOSEPH LEE PARK,27597,BBQ,Wood Dble,"504,722.38","6,974,451.23",141829095,153.04774740000002,-27.35312318,WOOD
607,D0249,MT COOT-THA RESERVE,10171,BBQ,Wood Dble,"494,622","6,961,022",141829095,152.94556430000003,-27.47436063,WOOD
608,D1013,PRESIDENTIAL PARK,10707,BBQ,Wood Dble,"507,096.84","6,945,601.31",141829095,153.07192419999998,-27.61356897,WOOD
609,D0249,MT COOT-THA RESERVE,10172,BBQ,Wood Dble,"494,494","6,961,731",141829095,152.94427190000002,-27.46795927,WOOD
610,D0227,MARCHANT PARK,20543,BBQ,Wood Dble,"502,926.75","6,971,706.51",141829095,153.0295986,-27.37790788,WOOD
611,D0276,SANDGATE FORESHORES PARK,3757,BBQ,Wood Dble,"508,626.77","6,977,105.35",141829095,153.0872054,-27.32914232,WOOD
612,D0363,THE COMMON PARK,39561,BBQ,Wood Dble,"505,072.52","6,959,416.88",141829095,153.0513504,-27.48885278,WOOD
613,D0743,CREEKSIDE STREET PARK,17691,BBQ,Wood Dble,"491,771","6,957,829",141829095,152.9166851,-27.50317262,WOOD
614,D0148,FERNY GROVE PICNIC GROUND PARK,17210,BBQ,Wood Dble,"493,925","6,969,031",141829095,152.9385494,-27.40205224,WOOD
615,D0355,DUTTON PARK,7374,BBQ,Wood Dble,"502,433.18","6,958,530.28",141829095,153.0246335,-27.49686426,WOOD
616,D0584,CORMORANT STREET PARK,11399,BBQ,Wood Dble,"497,086.75","6,947,225.64",141829095,152.970479,-27.59892033,WOOD
617,D0273,BROOKFIELD RECREATION RESERVE,3666,BBQ,Wood Dble,"491,246.28","6,959,023.73",141829095,152.9113811,-27.49238338,WOOD
618,D0249,MT COOT-THA RESERVE,44876,BBQ,Wood Dble,"494,210.72","6,961,443.77",141829095,152.94140339999998,-27.47055121,WOOD
619,D0864,MARMINDE STREET PARK,21666,BBQ,Wood Dble,"494,855.01","6,958,970.94",141829095,152.9479141,-27.49287843,WOOD
620,D0678,COL BENNET PARK,20031,BBQ,Wood Dble,"502,700","6,945,360",141829095,153.0273642,-27.61576341,WOOD
621,D0214,HUXTABLE PARK,14891,BBQ,Wood Dble,"501,412","6,970,589",141829095,153.014281,-27.38799928,WOOD
622,D1119,PIONEER CRESCENT PARK,2245,BBQ,Wood Dble,"487,350","6,951,316",141829095,152.87185630000002,-27.56193724,WOOD
623,D0305,SHERWOOD FOREST PARK,607,BBQ,Wood Dble,"497,336.58","6,954,851.79",141829095,152.9730275,-27.53007298,WOOD
624,D0261,KINGFISHER PARK,20978,BBQ,Wood Dble,"493,268.81","6,955,474.38",141829095,152.9318366,-27.52443821,WOOD
625,D0958,TWILIGHT STREET PARK,8959,BBQ,Wood Dble,"493,470","6,955,710.19",141829095,152.9338752,-27.52231032,WOOD
626,D0013,KEONG PARK,6388,BBQ,Wood Dble,"500,598.37","6,968,392.94",141829095,153.006053,-27.40782609,WOOD
627,D0530,LOTA CAMPING RESERVE,3430,BBQ,Wood Dble,"518,993.82","6,961,887.24",141829095,153.1922399,-27.46642721,WOOD
628,D0424,TARINGA PLAYGROUND PARK,5097,BBQ,Wood Dble,"497,995.4","6,959,200.2",141829095,152.9797066,-27.49081695,WOOD
629,D0863,BREENE COURT PARK,21647,BBQ,Wood Dble,"511,059.66","6,956,978.52",141829095,153.11198180000002,-27.51083057,WOOD
630,D0435,BOORABBIN PICNIC GROUND,12115,BBQ,Wood Dble,"511,003.95","6,952,277.93",141829095,153.1114606,-27.55326745,WOOD
631,D0466,NORMAN BUCHAN PARK,5875,BBQ,Wood Dble,"498,976.48","6,962,006.29",141829095,152.98964080000002,-27.46548472,WOOD
632,D0409,ACACIA PARK,23625,BBQ,Wood Dble,"500,821.73","6,958,295.86",141829095,153.0083193,-27.49898252,WOOD
633,D0260,FIG TREE POCKET RIVERSIDE RESERVE,34987,BBQ,Wood Dble,"497,325.3","6,953,511",141829095,152.97291030000002,-27.54217748,WOOD
634,D0402,THORNYCROFT STREET PARK,16881,BBQ,Wood Dble,"504,306.98","6,954,596.6",141829095,153.04361780000002,-27.53237259,WOOD
635,D0249,MT COOT-THA RESERVE,10175,BBQ,Wood Double,"497,153","6,961,309",141829095,152.9711836,-27.47177725,WOOD
636,D0271,MOGGILL FERRY RESERVE,181025,BBQ,Wood Fire,"485,995.97","6,947,519.78",141829095,152.858096,-27.5961955,WOOD
637,D1901,KUPI PARK,80119,BBQ,wood fire,"482,525.27","6,953,725.76",141829095,152.82301719999998,-27.54012863,WOOD
638,D1886,KOOKABURRA PARK - WEST,86359,BBQ,wood fire,"484,219.05","6,953,659.99",141829095,152.8401707,-27.54074318,WOOD
639,D1252,TINCHI TAMBA WETLANDS RESERVE,77611,BBQ,wood fire concrete masonry,"503,256.74","6,980,367.35",141829095,153.0329127,-27.2997157,WOOD
640,D1252,TINCHI TAMBA WETLANDS RESERVE,77599,BBQ,wood fire on masonry blocks,"503,321.37","6,980,380.98",141829095,153.03356580000002,-27.29959249,WOOD
641,D0974,VALARIA AVENUE PARK,81224,BBQ,wood fired,"507,798.56","6,959,785.09",141829095,153.07894430000002,-27.48551568,WOOD
642,D0040,KIANAWAH PARK,162598,BBQ,wood fired,"512,448.26","6,960,866.22",141829095,153.1260018,-27.47572064,WOOD
643,D0040,KIANAWAH PARK,813,BBQ,wood fired,"512,263.1","6,960,902.94",141829095,153.12412719999998,-27.47539081,WOOD
644,D0594,PORTER'S PADDOCK PARK,38691,BBQ,Wood fired,"511,144.44","6,960,102.68",141829095,153.1128115,-27.48262516,WOOD
645,D0434,BROADWATER PICNIC GROUND PARK,81757,BBQ,wood fired,"511,081.73","6,953,277.92",141829095,153.1122392,-27.54423903,WOOD
646,D0594,PORTER'S PADDOCK PARK,176129,BBQ,Wood fired,"511,331.81","6,960,143.56",141829095,153.11470780000002,-27.48225455,WOOD
647,D0594,PORTER'S PADDOCK PARK,16358,BBQ,Wood fired,"511,213.31","6,960,126.56",141829095,153.1135084,-27.48240901,WOOD
648,D0661,TILLACK PARK,102831,BBQ,wood fired,"510,046.79","6,955,673.21",141829095,153.1017371,-27.52262268,WOOD
649,D0067,BELMONT RECREATION RESERVE,97676,BBQ,wood fired,"509,867.88","6,958,487.6",141829095,153.09990249999998,-27.49721589,WOOD
650,D0594,PORTER'S PADDOCK PARK,16359,BBQ,Wood fired,"511,172.34","6,960,085.97",141829095,153.11309409999998,-27.48277579,WOOD
651,D0160,WALTON BRIDGE RESERVE,88818,BBQ,wood fired Wood Barbecue,"495,572.18","6,964,301.83",141829095,152.9551939,-27.44475375,WOOD
652,D1316,FREE STREET PARK,80872,BBQ,wood fired Wood Barbecue,"500,273.04","6,964,343.6",141829095,153.0027629,-27.44438383,WOOD
653,D1252,TINCHI TAMBA WETLANDS RESERVE,77609,BBQ,wood fired on masonry block,"503,263.07","6,980,368.2",141829095,153.0329767,-27.29970801,WOOD
654,D1252,TINCHI TAMBA WETLANDS RESERVE,77607,BBQ,wood fired on masonry blocks,"503,282.66","6,980,353.33",141829095,153.0331747,-27.29984222,WOOD
655,D0631,KEPERRA PICNIC GROUND PARK,124285,BBQ,wood fired. cooking plate rusted,"493,879.8","6,968,396.38",141829095,152.938089,-27.40778143,WOOD
656,D1145,KERRY ROAD PARK,23782,BBQ,Wood Single,"502,021","6,950,482",141829095,153.020474,-27.56952406,WOOD
657,D1247,KARAWATHA FOREST PARK,138076,BBQ,Wood single,"509,193","6,944,471",141829095,153.0931768,-27.62376053,WOOD
658,D0854,FRINTON STREET PARK,16062,BBQ,Wood Single,"509,694.08","6,952,402.24",141829095,153.0981917,-27.552155199999998,WOOD
659,D1242,GOWAN ROAD PARK,13043,BBQ,Wood Single,"505,599.93","6,943,663.82",141829095,153.0567625,-27.63106725,WOOD
660,D1451,PEDEN COURT PARK,25383,BBQ,Wood Single,"504,727.85","6,945,071.23",141829095,153.04791740000002,-27.61836479,WOOD
661,D1073,REGENCY PLACE PARK (NO.16),23775,BBQ,Wood Single,"507,404.35","6,945,240.72",141829095,153.075043,-27.61682266,WOOD
662,D1123,MINDONA ROTARY PARK,8585,BBQ,Wood Single,"510,255.31","6,951,974.52",141829095,153.1038801,-27.55601246,WOOD
663,D0750,FLAMETREE STREET PARK,22963,BBQ,Wood Single,"500,198.07","6,974,926.26",141829095,153.0020026,-27.34884269,WOOD
664,D1437,RAINBOW LORIKEET PARK,14679,BBQ,Wood Single,"503,193.95","6,972,659.63",141829095,153.0322983,-27.36930241,WOOD
665,D0249,MT COOT-THA RESERVE,136477,BBQ,Wood single,"496,832","6,961,861",141829095,152.96793590000001,-27.466793100000004,WOOD
666,D1733,GLORIOUS WAY PARK,27723,BBQ,Wood Single,"497,475","6,945,287",141829095,152.97440930000002,-27.61642278,WOOD
667,D0438,NUDGEE BEACH RESERVE,12145,BBQ,Wood Single,"509,885","6,975,572",141829095,153.0999369,-27.34297712,WOOD
668,D0443,DOWNFALL CREEK RESERVE,17346,BBQ,Wood Single,"505,900.55","6,971,108.33",141829095,153.0596759,-27.38329869,WOOD
669,D0443,DOWNFALL CREEK RESERVE,17340,BBQ,Wood Single,"505,618.5","6,971,215.13",141829095,153.05682290000001,-27.38233568,WOOD
670,D0476,DUNMORE PARK,24558,BBQ,Wood Single,"499,881.68","6,960,958.5",141829095,152.9988024,-27.47494454,WOOD
671,D0281,SANDGATE THIRD LAGOON RESERVE,78776,BBQ,Wood single,"505,392.01","6,979,277.11",141829095,153.0544966,-27.30955186,WOOD
672,D0447,NICHOLSON PLACE PARK,17409,BBQ,Wood Single,"506,505","6,970,596",141829095,153.0657918,-27.38792131,WOOD
673,D1615,GRANDVIEW PLACE PARK,28830,BBQ,Wood Single,"512,136.02","6,956,322.3",141829095,153.1228868,-27.51674567,WOOD
674,D1044,SETTLERS PARK,36002,BBQ,Wood Single,"494,327.3","6,952,330.77",141829095,152.9425406,-27.55282323,WOOD
675,D0229,JOHN PATTERSON PARK,20726,BBQ,Wood Single,"502,735.78","6,970,569.15",141829095,153.0276698,-27.38817648,WOOD
676,D1894,PLATYPUS PARK,28095,BBQ,Wood Single,"482,021.7","6,955,496.4",141829095,152.81794340000002,-27.52413695,WOOD
677,D0139,MCCONAGHY STREET PARK (NOS.171-235),35359,BBQ,Wood Single,"497,798.22","6,969,016.48",141829095,152.9777282,-27.40219508,WOOD
678,D0230,BRADBURY PARK,3234,BBQ,Wood Single,"502,719.29","6,969,621.57",141829095,153.02750519999998,-27.39673135,WOOD
679,D0608,BONEMILL ROAD PARK,26066,BBQ,Wood Single,"507,453.2","6,948,541.11",141829095,153.0755176,-27.58702709,WOOD
680,D1207,LEXUS STREET PARK,12657,BBQ,Wood Single,"507,385","6,947,050",141829095,153.0748358,-27.60048894,WOOD
681,D0227,MARCHANT PARK,41675,BBQ,Wood Single,"503,126.39","6,972,095.34",141829095,153.0316166,-27.37439704,WOOD
682,D0549,FRENEY STREET PARK,42255,BBQ,Wood Single,"501,642","6,952,350",141829095,153.01663200000002,-27.55266051,WOOD
683,D1085,ROSEMOUNT PARK,4588,BBQ,Wood Single,"494,990","6,952,837",141829095,152.9492553,-27.54825566,WOOD
684,D1090,FIDDLEWOOD CRESCENT PARK,11684,BBQ,Wood Single,"488,076","6,950,771",141829095,152.8792052,-27.566864000000002,WOOD
685,D0241,VICTOR GRENNING PARK,9760,BBQ,Wood Single,"504,273.76","6,974,144.11",141829095,153.0432125,-27.35589738,WOOD
686,D0458,MYRTLETOWN RESERVE,24321,BBQ,Wood Single,"514,004.49","6,970,230.67",141829095,153.141646,-27.39116315,WOOD
687,D0434,BROADWATER PICNIC GROUND PARK,12076,BBQ,Wood Single,"511,051.01","6,953,219.79",141829095,153.1119286,-27.54476407,WOOD
688,D0772,BRADY BUSHLAND PARK,12998,BBQ,Wood Single,"506,373","6,946,482",141829095,153.0645837,-27.60562189,WOOD
689,D0434,BROADWATER PICNIC GROUND PARK,29108,BBQ,Wood Single,"511,031.49","6,953,366.92",141829095,153.1117296,-27.54343596,WOOD
690,D0432,ABBEVILLE STREET PARK,12048,BBQ,Wood Single,"508,724.08","6,953,226.06",141829095,153.0883606,-27.54472445,WOOD
691,D0609,FORBES PARK,928,BBQ,Wood Single,"496,971.14","6,948,639.79",141829095,152.9693111,-27.58615337,WOOD
692,D0067,BELMONT RECREATION RESERVE,38605,BBQ,Wood Single,"509,865.94","6,958,462.84",141829095,153.099883,-27.49743944,WOOD
693,D0877,ARCHER PARADE PARK,41509,BBQ,Wood Single,"499,252","6,952,609",141829095,152.9924236,-27.55032307,WOOD
694,D0118,MAJESTIC PARK,22090,BBQ,Wood Single,"506,607.81","6,957,275.78",141829095,153.0669041,-27.50817591,WOOD
695,D0067,BELMONT RECREATION RESERVE,38611,BBQ,Wood Single,"509,505.08","6,958,682.95",141829095,153.096228,-27.49545487,WOOD
696,D0490,DAVIDSON STREET PARK,23196,BBQ,Wood Single,"500,404.88","6,964,785.76",141829095,153.0040969,-27.44039196,WOOD
697,D0046,WILSON PARK,842,BBQ,Wood Single,"505,679","6,960,725",141829095,153.05748380000003,-27.47704071,WOOD
698,D0698,TARRAGINDI ROAD PARK,9117,BBQ,Wood Single,"503,350.85","6,954,929.7",141829095,153.03393390000002,-27.529368100000003,WOOD
699,D0055,GARTH WEBB PARK,26055,BBQ,Wood Single,"508,503.82","6,959,470.9",141829095,153.0860858,-27.48834794,WOOD
700,D0202,GORDON PARK PLAYGROUND PARK,23608,BBQ,Wood Single,"502,740.34","6,967,669.61",141829095,153.0277225,-27.41435374,WOOD
701,D0175,E. E. MCCASKIE OVAL,12424,BBQ,Wood Single,"501,273.77","6,963,335.85",141829095,153.0128906,-27.45348124,WOOD
702,D1343,SPRINGVALE PLACE PARK,24060,BBQ,Wood Single,"510,183.13","6,959,339.45",141829095,153.1030869,-27.48952311,WOOD
703,D0420,SIR JOHN CHANDLER PARK,4969,BBQ,Wood Single,"500,865","6,956,026",141829095,153.008759,-27.51947465,WOOD
704,D1254,SETTLERS VILLAGE PARK,35333,BBQ,Wood Single,"497,108","6,945,385",141829095,152.97069,-27.61553732,WOOD
705,D1283,MARKHAM STREET PARK,26945,BBQ,Wood Single,"494,301","6,949,977",141829095,152.9422631,-27.57407263,WOOD
706,D0134,WILLMINGTON PARK,28922,BBQ,Wood Single,"499,306.76","6,966,249.26",141829095,152.9929861,-27.42717931,WOOD
707,D0160,WALTON BRIDGE RESERVE,44667,BBQ,Wood Single,"495,480.54","6,964,310.86",141829095,152.95426659999998,-27.44467193,WOOD
708,D0743,CREEKSIDE STREET PARK,26876,BBQ,Wood Single,"491,964","6,957,774",141829095,152.91863869999997,-27.50367031,WOOD
709,D0272,DEERHURST ROAD PARK,3660,BBQ,Wood Single,"491,941","6,958,702",141829095,152.91841200000002,-27.49529224,WOOD
710,D0212,ALDREN STREET PARK,14839,BBQ,Wood Single,"501,171.55","6,969,721.14",141829095,153.01184990000002,-27.39583463,WOOD
711,D0236,FRANK ROBERTS PARK,3362,BBQ,Wood Single,"505,040.19","6,969,809.17",141829095,153.05097990000002,-27.39503108,WOOD
712,D0016,RILATT PARK,26101,BBQ,Wood Single,"504,744.19","6,970,128.47",141829095,153.04798469999997,-27.39214947,WOOD
713,D0551,BILL MOORE PARK,24323,BBQ,Wood Single,"502,873.82","6,952,842.62",141829095,153.029108,-27.54821114,WOOD
714,D0117,LANGLANDS PARK,22034,BBQ,Wood Single,"504,762.3","6,958,650.27",141829095,153.04821289999998,-27.49577482,WOOD
715,D0281,SANDGATE THIRD LAGOON RESERVE,10917,BBQ,Wood Single,"505,502.36","6,979,210.09",141829095,153.05561219999998,-27.31015649,WOOD
716,D0723,CARINDALE REC RESERVE,5427,BBQ,Wood Single,"510,725.56","6,958,512.91",141829095,153.1085854,-27.49698089,WOOD
717,D0408,GUYATT PARK,16989,BBQ,Wood Single,"500,129.8","6,958,934.74",141829095,153.00131399999998,-27.49321499,WOOD
718,D0861,BILL LAMOND PARK,21611,BBQ,Wood Single,"518,281.82","6,961,291.24",141829095,153.1850427,-27.47181763,WOOD
719,D0249,MT COOT-THA RESERVE,44875,BBQ,Wood Single,"494,250.01","6,961,524.39",141829095,152.9418014,-27.46982354,WOOD
720,D0879,MEADOWBANK STREET PARK,17897,BBQ,Wood Single,"510,654.59","6,956,754.66",141829095,153.1078824,-27.51285481,WOOD
721,D0880,WINSTANLEY STREET PARK,11522,BBQ,Wood Single,"510,717.64","6,957,024.47",141829095,153.1085184,-27.51041849,WOOD
722,D0661,TILLACK PARK,14362,BBQ,Wood Single,"510,223.4","6,955,937.52",141829095,153.1035233,-27.52023519,WOOD
723,D0638,KEATLEY STREET PARK,19542,BBQ,Wood Single,"488,399.48","6,951,255.85",141829095,152.8824869,-27.56248966,WOOD
724,D0685,WALLY TATE PARK,2854,BBQ,Wood Single,"509,156.7","6,946,620.81",141829095,153.0927925,-27.60435275,WOOD
725,D0530,LOTA CAMPING RESERVE,3431,BBQ,Wood Single,"518,990.22","6,961,970.33",141829095,153.1922022,-27.46567713,WOOD
726,D0283,DEAGON SPORTSGROUND PARK,38190,BBQ,Wood Single,"505,520.15","6,978,081.16",141829095,153.05579709999998,-27.32034861,WOOD
727,D0603,LEICESTER STREET PARK,860,BBQ,Wood Single,"506,636.08","6,958,536.87",141829095,153.0671835,-27.49679073,WOOD
728,D1201,BENJAMINA PLACE PARK,12562,BBQ,Wood Single,"494,197.61","6,963,342.33",141829095,152.94127980000002,-27.45341096,WOOD
729,D0481,OAKMAN PARK,17984,BBQ,Wood Single,"498,648.32","6,959,300.78",141829095,152.98631650000002,-27.48990973,WOOD
730,D0183,FLETCHER PARADE PARK (NOS.161-231),17537,BBQ,Wood Single,"498,114.21","6,963,554.41",141829095,152.98091609999997,-27.45150737,WOOD
731,D1710,ST JOHNS AVENUE PARK (NOS.7-27),27649,BBQ,Wood Single,"497,509.36","6,964,431.72",141829095,152.9747969,-27.44358602,WOOD
